hour,SOC,DOC,MBC,CO2
0.0,53.76159464616585,2.766128844293922,4.6101206499883975,0.017289692868990986
5.0,55.11613300507567,2.7560933355041604,4.538829235128933,0.0203063923556221
10.0,54.255720203178335,2.638102031647804,4.763610303919895,0.01820224658463676
15.0,53.85765975260117,3.0439385044102956,4.768191355194703,0.012635187746634219
20.0,50.337528201778284,3.020105108810521,4.3322111268158885,0.011263672653376192
25.0,49.77735605189054,2.559705331060055,4.443657428320559,0.01782375068830993
30.0,48.83058374464842,2.8011215927223385,4.477213434961115,0.021138640461552206
35.0,51.28009943997617,3.2358685103083724,4.626767882191416,0.01709514065560929
40.0,50.89118186745885,2.8274589017120784,4.838387435281181,0.01355110635918715
45.0,52.871639590677304,3.0587147190749393,4.653043883558048,0.012711359903580879
50.0,53.21513002356097,3.0677534163286277,4.655198546924646,0.01944703467291327
55.0,51.78125680998367,3.303136901551855,4.520073722073561,0.02070304110289563
60.0,54.05353678291111,3.4049863670883918,4.772692053329624,0.01528538990578385
65.0,55.831209318850526,2.8106280295242465,4.34186563864049,0.010905363403189051
70.0,53.744061801154785,3.4522305773631947,5.100048078240491,0.014035702199268576
75.0,54.10517646014679,3.2833591375838087,5.178825001650343,0.02054297672161214
80.0,55.24947384621344,2.9140818090862983,4.25560524655818,0.021036467898870134
85.0,54.264620556447625,3.4291058490576467,4.854668316851981,0.014771782349583523
90.0,51.89345970522219,3.0957802178720146,4.6911786053459625,0.011822984467419879
95.0,51.95908068158049,3.366453968187759,4.560340241277775,0.01408123954425848
100.0,51.68924046770284,3.3611432635964467,4.7342908195721325,0.020792016547999656
105.0,49.65133988793603,3.4729447804460873,4.381574687074789,0.01973515820718795
110.0,53.093248045105355,3.1250305452103997,4.28704812020034,0.014074116129940086
115.0,54.13751472813949,3.2313866938901183,4.3336436607413305,0.011883363280121627
120.0,54.126775607092945,3.2088795974345947,4.702936790978047,0.017475955427797556
125.0,54.53444480463618,3.187237856806327,4.516948520214551,0.021842165018255318
130.0,52.36658058945523,3.465030415452329,4.91577481909836,0.01751275784248243
135.0,52.77564202327178,3.3850287314426244,4.359902788634031,0.012743063436369835
140.0,52.05514669513249,3.190250886692695,5.053658621329255,0.013224002148961843
145.0,52.53935508352973,3.3498854185894027,4.95800076064777,0.018385783444607756
150.0,49.32598915010322,3.5740137059342776,4.845413306044133,0.02245248812872232
155.0,50.15818230894053,3.3599798808773063,5.299364920463448,0.018494099086030683
160.0,49.852235176887476,3.021918266261921,5.372985722750805,0.013267628749297926
165.0,49.204144563344066,3.0695106747178573,5.062850651831164,0.013611418075657558
170.0,53.59442530802459,3.3916539284178753,4.691873027102376,0.018057921140486554
175.0,49.9052194645998,3.1906419153130394,5.035024775730915,0.021551118171807
180.0,49.5725832053728,3.28898987618633,4.7097763026618455,0.0170884298887384
185.0,49.488363514202966,2.84998607079008,5.214898112741537,0.01175621896488445
190.0,51.81486703452222,3.183553241639258,4.57830704407035,0.014104243635953083
195.0,50.257972914131386,3.0881387153334106,4.908447852523267,0.019762933918028414
200.0,50.52146957872534,3.1434325700193417,4.531862317354982,0.021898611306503085
205.0,49.51866566303881,3.0165753877015553,4.807151607751438,0.015337913556425112
210.0,51.999827343731184,2.884638260717991,4.93260836621186,0.011546365414914442
215.0,50.671084368622374,2.9129963352284705,5.083628401075314,0.0147927099127097
220.0,51.68900519245119,2.6674244058397703,4.5183498817179295,0.021266807940769124
225.0,56.074321727445216,2.7025957465775825,4.801615528748103,0.01979527361248715
230.0,50.721728571623224,2.9108370042461797,5.2053116922151785,0.013742889581229671
235.0,49.13961875931716,2.6280462385898478,5.055109796022819,0.011653298112578528
240.0,49.41455386225944,2.4432628707669135,5.022533401499532,0.017641902431382403
245.0,47.06879042309346,2.726739439634414,4.707936104070656,0.021387587374115096
250.0,50.053261555264946,2.7618892530762933,5.209039869065978,0.018933568127192164
255.0,48.32737723012869,2.8465943653815273,5.528121636832333,0.013466255855521221
260.0,46.82298427980544,3.010601677142998,5.189983989714827,0.011999864505921734
265.0,47.527962278224656,3.275888913826428,5.192256959728628,0.01779865649622927
270.0,47.5763374099683,3.0007643481497754,4.831382882495965,0.021675893819429592
275.0,46.834834450970384,2.9066670512493795,5.1322161530627595,0.016537551387909622
280.0,49.68552111394228,2.8110711319201123,5.724647872698942,0.012122406269925817
285.0,50.726018084883776,2.947191237035044,5.012809789846278,0.013460453643274018
290.0,44.204261726634925,3.3233135574266033,4.895766315715992,0.01709459241504651
295.0,44.936243013346335,3.1036741917528103,5.197920460973294,0.02015180057806213
300.0,42.554564295330344,3.4429781609002816,5.52152129449536,0.014977362040132952
305.0,42.188576833910176,3.134663699697183,4.679332538873549,0.010827014054776776
310.0,46.606360904101365,2.947781330982234,5.2405591723777585,0.013996776893684733
315.0,43.62646462798031,3.1318063294334237,5.690608259250668,0.018914399113231114
320.0,44.569594338336024,2.5629196690325,5.028317060802857,0.020767606351432877
325.0,44.27995151562537,2.821180379887893,5.712401890650373,0.01396837838389356
330.0,45.028561531757774,3.1484218286723276,5.359156814011838,0.010689697190313669
335.0,42.41414802293957,3.2229784542994397,5.394196864988064,0.01445887802637277
340.0,45.703092374101686,3.4466316259163583,5.673693950222596,0.01997009062865766
345.0,42.16581041241437,2.9537449842092927,5.283956928112526,0.0195017321319803
350.0,40.450000962118224,3.3622723678782505,5.675709429522413,0.014215611413381457
355.0,40.76043771304818,3.0117633944433457,5.417329549116993,0.010615384628652217
